Date,Average Days on Market,Average Percent of Last List Price,Average Percent of Last Original Price,Average Price Per Square Foot,Average Sales Price,Closed Sales,Homes for Sale,Median Days on Market,Median Percent of Last List Price,Median Percent of Last Original Price,Median Price Per Square Foot,Median Sales Price,Months Supply of Inventory (Closed),Months Supply of Inventory (Pending),New Listings,Pending Sales
2015-08-01,0.13924050632911392,0.639344262295082,0.7088607594936711,0.33729216152019004,0.26822590415997905,0.7328431372549019,0.11036789297658862,0.046875,0.5555555555555554,0.6694915254237293,0.33971291866028697,0.28169934640522876,0.07142857142857142,0.07407407407407407,0.4127272727272728,0.5775000000000001
2015-09-01,0.1518987341772152,0.6147540983606552,0.6962025316455698,0.3467933491686461,0.23071427233154929,0.5367647058823529,0.11872909698996655,0.046875,0.5555555555555554,0.6694915254237293,0.3421052631578947,0.2477124183006536,0.08035714285714285,0.07407407407407407,0.4254545454545455,0.5700000000000001
2015-10-01,0.11392405063291142,0.5737704918032778,0.6645569620253173,0.3562945368171021,0.23711443221064077,0.5269607843137255,0.1270903010033445,0.046875,0.5555555555555554,0.6694915254237293,0.3444976076555023,0.2336601307189543,0.08035714285714285,0.08333333333333333,0.39272727272727276,0.51
2015-11-01,0.10126582278481014,0.5983606557377046,0.6962025316455698,0.36342042755344417,0.28825950375028886,0.4509803921568627,0.11538461538461538,0.03125,0.5555555555555554,0.6694915254237293,0.35167464114832525,0.2875816993464053,0.07142857142857142,0.07407407407407407,0.3072727272727273,0.47000000000000003
2015-12-01,0.10126582278481014,0.5573770491803272,0.6455696202531644,0.35154394299287417,0.2971640197100942,0.48039215686274506,0.07190635451505016,0.046875,0.5555555555555554,0.6694915254237293,0.34928229665071764,0.3464052287581699,0.05357142857142858,0.055555555555555566,0.13090909090909092,0.34
2016-01-01,0.1518987341772152,0.581967213114754,0.651898734177216,0.36342042755344417,0.3040088433122451,0.3382352941176471,0.045150501672240814,0.046875,0.5555555555555554,0.6694915254237293,0.36602870813397126,0.36993464052287583,0.03571428571428572,0.037037037037037035,0.10000000000000003,0.2625
2016-02-01,0.16455696202531647,0.5737704918032778,0.6708860759493671,0.3776722090261283,0.31598603556060734,0.3088235294117647,0.04347826086956523,0.046875,0.5555555555555554,0.6694915254237293,0.38038277511961716,0.3921568627450981,0.03571428571428572,0.037037037037037035,0.14,0.2575
2016-03-01,0.18987341772151897,0.6475409836065582,0.7215189873417724,0.41805225653206657,0.32843287264006593,0.2720588235294118,0.07023411371237458,0.03125,0.5679012345679002,0.6694915254237293,0.4114832535885168,0.38366013071895433,0.05357142857142858,0.055555555555555566,0.3145454545454545,0.3925
2016-04-01,0.13924050632911392,0.7131147540983607,0.7784810126582284,0.4560570071258907,0.38284422405555807,0.3848039215686274,0.09866220735785954,0.03125,0.6049382716049383,0.7203389830508486,0.46411483253588515,0.36601307189542487,0.06249999999999999,0.06481481481481481,0.4000000000000001,0.5175000000000001
2016-05-01,0.12658227848101264,0.7213114754098351,0.7658227848101271,0.46080760095011875,0.3481504612137072,0.4828431372549019,0.11538461538461538,0.03125,0.6543209876543212,0.7372881355932206,0.4880382775119617,0.3431372549019608,0.07142857142857142,0.08333333333333333,0.4890909090909091,0.655
