,Bths,SF,CDOM,Bds,Type_100,Type_150,Type_1940,Type_200,Type_216,Type_2219,Type_2330,Type_2440,Type_2441,Type_2562,Type_2566,Type_2807,Type_2918,Type_3009,Type_3011,Type_3046,Type_3212,Type_323,Type_3237,Type_3260,Type_3406,Type_3629,Type_3643,Type_4436,Type_4440,Type_515,Type_519,Type_528,Type_530,Type_5443,Type_565,Type_611,Type_699,Type_750,Type_8,Type_810,Type_909,Type_COND,Type_RENT,Type_RESI,Stat_RESI,Stat_S,Stat_S-UL,Year,Month,Day,Agg_Average Days on Market,Agg_Average Percent of Last List Price,Agg_Average Percent of Last Original Price,Agg_Average Price Per Square Foot,Agg_Average Sales Price,Agg_Closed Sales,Agg_Homes for Sale,Agg_Median Days on Market,Agg_Median Percent of Last List Price,Agg_Median Percent of Last Original Price,Agg_Median Price Per Square Foot,Agg_Median Sales Price,Agg_Months Supply of Inventory (Closed),Agg_Months Supply of Inventory (Pending),Agg_New Listings,Agg_Pending Sales,Price_Per_SF,Total_Rooms,Bths_Bds_Ratio,Price_per_Bedroom,Log Price,Size Category_Large,Size Category_Medium,Size Category_Small
Agg_Median Price Per Square Foot,0.034223330957771435,0.004142777828400205,-0.2414875498349561,0.02891541994328481,-0.008955228824431694,-0.008722147750745167,-0.009130039629696487,-0.008955228824431696,-0.012747338584580744,-0.008896958556010073,-0.008896958556010073,-0.008896958556010075,-0.008139445066528684,-0.009013499092853334,-0.008722147750745163,-0.009013499092853334,-0.008722147750745169,-0.008896958556010068,-0.009013499092853336,-0.00901349909285333,-0.008722147750745165,-0.009013499092853334,-0.008896958556010071,-0.00901349909285333,-0.00901349909285333,-0.008139445066528684,-0.009013499092853334,-0.008722147750745169,-0.009013499092853337,-0.01058679634023737,-0.008022904529685421,-0.008722147750745167,-0.008022904529685428,-0.00942139097180465,-0.008896958556010073,-0.009013499092853332,-0.019844115181176927,-0.00813944506652868,-0.008663877482323392,-0.008722147750745167,-0.0086638774823234,-0.026340836575076645,-0.007673282919155712,0.03197632193782565,-0.044360519047817355,-0.12602127024222537,0.1495828762466032,0.8715881508199458,-0.021446112072257106,0.020158007799259185,-0.630159887715564,0.5432941533901092,0.5741045515699359,0.9983550215360009,0.9770886695304714,0.24523188846759175,-0.5590731891901796,-0.5347751852865055,0.5156931053673117,0.5129108085190955,1.0,0.9655533001519528,-0.5500384609125484,-0.5465851598822652,-0.051629827157050126,0.24397963685125712,0.7202468685895582,0.033230875505657786,-0.01985896336885815,0.48312701898983546,0.4435925146654055,-0.024727075749532583,0.03296593831838162,-0.02562471456206805
Agg_Median Sales Price,0.049894367297680674,0.02321597568753658,-0.23907782873013983,0.05086578829960566,-0.008604616401908006,-0.008718737609054962,-0.008687134813229734,-0.008604616401908002,-0.010294401067701612,-0.008262252780467123,-0.00826225278046712,-0.008262252780467121,-0.007015698056246481,-0.007279054688124031,-0.008718737609054955,-0.007279054688124033,-0.008718737609054962,-0.00826225278046713,-0.007279054688124033,-0.0072790546881240275,-0.008718737609054962,-0.007279054688124034,-0.008262252780467126,-0.007279054688124033,-0.007279054688124034,-0.007015698056246481,-0.007279054688124034,-0.008718737609054962,-0.007279054688124024,-0.009227893764018455,-0.00871873760905508,-0.00871873760905496,-0.008718737609055083,-0.00921033665522662,-0.008262252780467121,-0.007279054688124028,-0.018225566007732907,-0.007015698056246486,-0.007103483600205686,-0.008718737609054963,-0.00710348360020569,-0.04675901991824366,-0.007630196863960931,0.05182615667277084,-0.039046486355239364,-0.12370309053369505,0.14538560093960295,0.9131556001061548,0.023169621498080464,0.021363051871058764,-0.6267609357583627,0.4703714691932305,0.507562644946065,0.9634361941810422,0.9892024484447326,0.23149493565746496,-0.56049930006256,-0.5565113461837705,0.44394937886948566,0.45556464621177983,0.9655533001519528,1.0,-0.5227890476520609,-0.5226337018152408,-0.0761622872776169,0.22713359301016953,0.6927872680947367,0.053895592769681186,-0.03158668934893307,0.4654209205430125,0.44599824394517434,-0.009571378056182082,0.03673939471002777,-0.04778081366766962
Agg_Months Supply of Inventory (Closed),-0.003438241480361225,0.01737974972582116,0.34162761705973205,0.0067201924165950005,0.013254287042142718,0.015046628460586716,0.010267051344736256,0.013254287042142716,0.019167341487511324,0.012358116332920738,0.01235811633292074,0.01235811633292074,0.015644075600068037,0.013553010611883378,0.01504662846058672,0.013553010611883382,0.015046628460586716,0.012358116332920738,0.013553010611883383,0.013553010611883373,0.01504662846058673,0.013553010611883382,0.01235811633292074,0.013553010611883378,0.013553010611883382,0.01564407560006804,0.013553010611883382,0.015046628460586724,0.013553010611883376,0.011163222053958219,0.016241522739549357,0.015046628460586716,0.016241522739549354,0.015046628460586743,0.01235811633292074,0.013553010611883383,0.030575766667209216,0.015644075600068044,0.015644075600068058,0.015046628460586724,0.015644075600068058,-0.01485341212913188,0.02520322983176902,0.005725931866655048,0.06912186451319727,0.05149240517618021,-0.08208492293557407,-0.5512835041361838,0.11260981505716909,-0.015187445683686625,0.8681826971862814,-0.7413921011838022,-0.810684149161369,-0.5538197798020646,-0.5187948216667354,-0.4167256922193983,0.9289277286134549,0.856779770411073,-0.7656464396823307,-0.8203110201920863,-0.5500384609125484,-0.5227890476520609,1.0,0.9983369216870839,0.2921872158544909,-0.4262287351447186,-0.40848973566559,0.002682144485105906,-0.0021702089752627957,-0.2683000425896005,-0.24493093158447993,0.020407249437125966,-0.008454121949557214,-0.010605625636072664
Agg_Months Supply of Inventory (Pending),-0.004185097819626326,0.01633965810293049,0.34282286525526673,0.005225355858173049,0.012646855326398473,0.014168558248905077,0.010212130650388004,0.012646855326398473,0.018316225214065552,0.011733833572894523,0.011733833572894524,0.011733833572894524,0.015690261171411722,0.012951195910899776,0.014168558248905077,0.01295119591089978,0.014168558248905077,0.011733833572894528,0.01295119591089978,0.012951195910899776,0.014168558248905084,0.01295119591089978,0.011733833572894524,0.01295119591089978,0.01295119591089978,0.015690261171411722,0.01295119591089978,0.014168558248905068,0.012951195910899781,0.01234251474189721,0.015385920586910405,0.014168558248905064,0.015385920586910394,0.01569026117141173,0.011733833572894524,0.01295119591089978,0.029915550807947427,0.015690261171411715,0.01569026117141173,0.014168558248905068,0.015690261171411733,-0.012746468855674929,0.025429159875453942,0.003901564234144044,0.0667447279301226,0.05256846202160668,-0.0822901950682326,-0.5569113272809596,0.11382575484973864,-0.015333835732020563,0.8670792972016265,-0.7434851597228334,-0.8105772277590987,-0.5502276046243313,-0.5170366470799805,-0.4246328620720241,0.9374227758382688,0.8617045746938412,-0.7659212022984162,-0.8185524478371876,-0.5465851598822652,-0.5226337018152408,0.9983369216870839,1.0,0.29891764530836873,-0.4376222069256415,-0.40630737405409406,0.0014166184965623027,-0.0008451643673439788,-0.2666953297403045,-0.2443802191737717,0.019783921731100836,-0.009004344721179709,-0.009107682143009747
Agg_New Listings,-0.0195082661622283,-0.008013563067908017,0.0064054222308002964,-0.017680287285549077,-0.006665956984328243,0.009460683630186031,-0.006783241643342897,-0.006665956984328241,0.007906065911435963,-0.0019745706237422685,-0.0019745706237422694,-0.0019745706237422702,0.0021890347712778114,0.005590289882702639,0.00946068363018603,0.005590289882702644,0.009460683630186031,-0.0019745706237422654,0.005590289882702644,0.00559028988270264,0.009460683630186043,0.005590289882702645,-0.0019745706237422694,0.005590289882702638,0.005590289882702644,0.0021890347712778114,0.005590289882702644,0.009460683630186026,0.005590289882702644,0.0011921151696532622,0.006587209484327155,0.009460683630186028,0.006587209484327167,0.0009575458516240025,-0.0019745706237422694,0.005590289882702642,-0.0004290196711457819,0.002189034771277814,0.0023649617597997974,0.009460683630186026,0.0023649617597997913,0.017360324927413108,0.00611807084826853,-0.01931996837335825,0.017441721416867093,0.020322035091259877,-0.027330800136182568,-0.3149589985356629,0.11306630500584308,-0.002750190452650742,0.022537074280452315,0.016994732260986026,0.043243184116701666,-0.04558843441793007,-0.07685448667540032,0.5326095773349853,0.4744829223877839,0.09958951494305228,0.05781878113129748,0.10373839973198495,-0.051629827157050126,-0.0761622872776169,0.2921872158544909,0.29891764530836873,1.0,0.5909375164408716,-0.04222683790591546,-0.01969170402909097,0.00394823694654571,-0.0197834588654344,-0.028466852459404553,0.0018588990880600415,-0.026446742112196876,0.02616155233733964
Agg_Pending Sales,-0.0027941993832644473,-0.007754295498629327,-0.23370973471711307,-0.003929175169006968,-0.010396470069818944,-0.0031809641672076597,-0.012114447665678717,-0.010396470069818947,-0.010694283497945238,-0.01031057119002598,-0.010310571190025987,-0.010310571190025984,-0.008334896954787145,-0.007561807036650239,-0.00318096416720766,-0.007561807036650233,-0.0031809641672076623,-0.010310571190025975,-0.007561807036650236,-0.007561807036650239,-0.0031809641672076723,-0.007561807036650233,-0.010310571190025982,-0.007561807036650239,-0.007561807036650233,-0.008334896954787145,-0.007561807036650235,-0.003180964167207654,-0.007561807036650237,-0.006616919358927285,-0.0037822563257586313,-0.0031809641672076476,-0.003782256325758625,-0.011083661108162871,-0.010310571190025984,-0.007561807036650236,-0.022596467373175545,-0.008334896954787148,-0.00885029023354508,-0.003180964167207654,-0.008850290233545086,0.005431764889988236,-0.008764391353752048,-0.0004122727674528631,-0.039516909132783135,-0.008975434669556321,0.025186799827818577,0.1212726372955394,0.03906332617284909,0.004599598223805015,-0.5651404050081864,0.5853161587235213,0.6230307450944618,0.25086105028215067,0.22198220766926136,0.9111506082115001,-0.30696334487544535,-0.5428898446376571,0.5656530757592202,0.6312564919091431,0.24397963685125712,0.22713359301016953,-0.4262287351447186,-0.4376222069256415,0.5909375164408716,1.0,0.1821872448589067,-0.003694191038410255,-0.002689861595429114,0.12306133476240225,0.11561648734201906,-0.007623910793679812,-0.012777252071946625,0.018235431663115326
Price_Per_SF,-0.012628135497893728,-0.11447616787366094,-0.17786722123322224,-0.11424590863211419,-0.0015844811064732425,-0.005713220320202411,-0.008627037527017456,0.004729324180463896,-0.008407113275192312,-0.008312802677995695,-0.011341845652865981,-0.00804038275574749,-0.009089530206714654,-0.006384485107943474,-0.008440761007655092,-0.00995223900944085,-0.010456692616440373,-0.007881446808027848,-0.010260812622064486,-0.006941019499389253,-0.006693777068558817,-0.0023232210317866175,-0.008572787964648656,-0.008025441820574766,-0.005624814354331488,-0.009428322645966847,-0.008129328999053064,-0.010589134203546825,0.005083120270714356,-0.006020506765658983,-0.008489376151186718,-0.0061322650482955625,-0.006520136600434321,-0.008372818903185338,-0.009756044944249668,-0.004523552098169811,-0.011036302877538552,-0.008763791173818779,-0.005503135857258209,-0.006212366455997219,-0.010552354939275078,0.07839110011503267,-0.0007857679383595261,-0.0741121683600763,-0.03851185989331273,-0.10472762380539985,0.12291974632355199,0.6275886618675547,-0.0335193708014542,0.019133645152926898,-0.45790653965916966,0.4010643056757041,0.4234945763096998,0.721393582615686,0.702327934512984,0.18065912413431257,-0.4140038612142492,-0.3918439168812152,0.38059740551388854,0.37964176553023077,0.7202468685895582,0.6927872680947367,-0.40848973566559,-0.40630737405409406,-0.04222683790591546,0.1821872448589067,1.0,-0.07705368340036393,0.11373254099179916,0.6760694566689577,0.433940989459924,-0.13855735690577717,0.03651805370290064,0.1115659625674334
Total_Rooms,0.9090716153411809,0.8303787345029576,0.0452755350733186,0.9555894319443614,-0.0037051037055623715,-0.009231559480371467,0.008268883806524366,-0.0009418758181577594,0.002575846603404518,0.0018213520692468188,0.0018213520692468195,0.01103211169392882,0.016558567468738017,0.011032111693928821,-0.0018629517806259144,0.0073478078440560105,-0.0018629517806259181,0.007347807844056007,-0.0018629517806259329,0.0009002761067786343,0.006426731881587801,-0.0018629517806259379,0.0018213520692468212,0.005505655919119598,0.0027424280317150307,-0.0027840277430940235,0.0036635039941832277,0.00826888380652427,-0.009231559480371476,-0.0018629517806258474,-0.012915863330244137,-0.005547255630498719,-0.0027840277430940252,0.007347807844056114,-0.005547255630498768,-0.009231559480371482,-0.01322922798569009,-0.009231559480371365,0.0036635039941833414,-0.002784027743094108,-0.0018629517806258275,-0.6546686663607532,0.011032111693928861,0.6539828247211694,0.016485478736128323,0.06255416688224281,-0.06506792373875125,0.0648527130904016,0.01831761443919139,-0.009891323681982983,-0.006566738641000737,-0.0072476059736070126,-0.009357967942054204,0.032268153655576615,0.050846607198827186,-0.00754605282798855,-0.01826983153506256,-0.021240037028577255,-0.015451049801348666,-0.01522084820542433,0.033230875505657786,0.053895592769681186,0.002682144485105906,0.0014166184965623027,-0.01969170402909097,-0.003694191038410255,-0.07705368340036393,1.0,-0.17581224633873033,0.018591288868230395,0.7351150655420245,0.31331771516224377,-0.04385389792629736,-0.6755484941146981
Bths_Bds_Ratio,0.19441860658342697,-0.21302989167396008,0.08926428023252506,-0.4185715759311988,-0.00135190305466199,0.0057634053354259146,-0.0031307301521840253,0.00932105953046988,-0.005266202712642378,-0.003723672518024603,-0.003723672518024604,0.0022057511403819558,0.01287871372551375,0.0022057511403819553,-0.013210750371475118,-0.00490955724970593,-0.013210750371475124,-0.004909557249705922,-0.013210750371475124,-0.006095441981387239,0.00813517479878857,0.005763405335425919,-0.003723672518024604,0.005763405335425921,-0.0013519030546619802,0.002205751140381918,0.0010198664087006524,-0.0031307301521839716,0.0057634053354259146,0.0057634053354258755,0.005763405335425896,-0.008467211444749862,0.002205751140381917,-0.00490955724970595,-0.008467211444749852,0.005763405335425921,0.019253458958186823,0.005763405335425901,0.0010198664087006112,0.0022057511403819497,-0.013210750371475209,0.3890837919414413,0.0022057511403819484,-0.38915348925042137,-0.01269672594621538,0.1509449144725708,-0.15891858113637586,-0.03698615498845885,-0.023564660169899,0.01013135296007789,0.010953638261706044,-0.003735532979270884,-0.0006221334276379942,-0.02021007991572853,-0.029323202137952527,-0.003082657251491757,0.011905206900136061,0.01890141702557943,0.0007108590324617622,0.0022697218561817762,-0.01985896336885815,-0.03158668934893307,-0.0021702089752627957,-0.0008451643673439788,0.00394823694654571,-0.002689861595429114,0.11373254099179916,-0.17581224633873033,1.0,0.17559445116199526,-0.18022622222540105,-0.2273673626607866,0.0015427910703549599,0.2520157335362585
Price_per_Bedroom,0.13000819572195882,0.28460758100475375,-0.06003916476576054,-0.06223843610554909,-0.0019374701234647486,-0.004213244341916991,-0.004885632179187021,0.007269071033001094,-0.009645239845701871,-0.004695984327649296,-0.008006201372670748,-0.005247687168486212,-0.004627021472544747,-0.0036546452155696127,-0.004247725769469297,-0.004317205845987203,-0.007661387097147678,-0.006437296419040798,-0.008157919653900895,-0.0015236929928370876,0.003660768943075491,-0.005661464299113872,-0.004833910037858502,-0.0009306124389374097,-0.004578747473971441,-0.00610627471453871,-0.007523461386938457,-0.007528633601071299,-0.00214435868877859,-0.006489018560369276,-0.008185504795942794,-0.007978616230628899,-0.0060752414297416246,-0.003075357232690928,-0.004730465755201605,-0.003387758966314761,-0.007950791533109628,-0.00607731031539477,-0.006626944270578522,-0.006592462843026174,-0.008213089937984636,-0.08269638020154949,0.0023554676067974217,0.08541890348672489,-0.024360413510814406,-0.2086153541939466,0.22701389486024745,0.42167429732824374,-0.014370965207545517,0.012497435842401676,-0.30599809003227396,0.2679249074923893,0.2812871383567858,0.4844562960628801,0.47381580449101757,0.11981679468652486,-0.27119365271053897,-0.26246163754590485,0.25664491957179353,0.2541929410581791,0.48312701898983546,0.4654209205430125,-0.2683000425896005,-0.2666953297403045,-0.0197834588654344,0.12306133476240225,0.6760694566689577,0.018591288868230395,0.17559445116199526,1.0,0.5819234981544014,0.025364944192655017,-0.10588554321997992,-0.10085950585339391
Log Price,0.6739138556350833,0.7766933115229525,-0.07863352669456453,0.6984777124409023,-0.0021371769509784316,-0.012277075126120859,0.0020247874255124873,0.004539302672201848,-0.005870136863941105,-0.0008700925882571649,-0.00652666889248966,0.0015186208946308176,0.002372529035609353,0.003589335550604063,-0.0002875903881191117,0.0027750904647543,-0.00578128334480507,-0.0003313147603769535,-0.006871425101022147,0.0027095691883777515,0.006821666501302698,-0.0066820323584769765,-0.0010557400954419435,0.0032660697958430246,-0.0007147291222698877,-0.007376408454654,-0.005496775382449656,-0.0023563474413349538,-0.009937810669457463,-0.008011290629139047,-0.018968326080879446,-0.010906170642908894,-0.007326508866274407,0.00425479470984591,-0.0053572455884714565,-0.011283047966531989,-0.01906461926141254,-0.014921828410636667,-0.003808372126684808,-0.008189391150077729,-0.006999531131030871,-0.6101837367583683,0.00907355503849981,0.6121107195014187,-0.007247168294912494,-0.08037770370869844,0.09241387690858513,0.4102924726895293,0.005645995300595669,-0.0007238076532147173,-0.2866688731187952,0.23637832714209348,0.25039328446344655,0.4441384198599052,0.4469964814746211,0.1124761386208946,-0.25827409353031766,-0.2539571228161619,0.2209158282061461,0.223331419334571,0.4435925146654055,0.44599824394517434,-0.24493093158447993,-0.2443802191737717,-0.028466852459404553,0.11561648734201906,0.433940989459924,0.7351150655420245,-0.18022622222540105,0.5819234981544014,1.0,0.3113234320890231,-0.03238177989430991,-0.6470757368674079
Size Category_Large,0.20487303815707475,0.34001492588552423,-0.05272015417468572,0.3559576913945582,-0.003966997262261872,-0.003966997262261868,-0.003966997262261866,-0.003966997262261872,-0.00561032465729584,0.012879615324904871,-0.003966997262261872,0.01287961532490487,-0.003966997262261866,0.012879615324904864,0.01287961532490486,-0.003966997262261869,-0.003966997262261868,0.01287961532490487,-0.003966997262261869,0.012879615324904864,-0.003966997262261869,-0.003966997262261869,0.01287961532490487,-0.003966997262261871,-0.003966997262261869,-0.003966997262261866,-0.003966997262261869,0.012879615324904864,-0.003966997262261869,-0.003966997262261865,-0.003966997262261866,-0.00396699726226187,-0.003966997262261866,-0.003966997262261867,-0.003966997262261872,-0.003966997262261869,-0.008871382129424843,-0.003966997262261866,-0.003966997262261867,-0.003966997262261871,-0.003966997262261867,-0.4072178637247077,-0.003966997262261873,0.40717562521848394,0.007123963017785073,-6.371588038295418e-05,0.0009592792585665955,-0.006995287852819524,0.012365362269695666,-0.010549596628952074,0.0170771194289454,-0.027747538195805704,-0.02742206183974725,-0.024990510954955067,-0.01529785660756857,-0.012672953374987906,0.012925763934409558,0.005493217317108934,-0.022856310287565795,-0.022442049368422912,-0.024727075749532583,-0.009571378056182082,0.020407249437125966,0.019783921731100836,0.0018588990880600415,-0.007623910793679812,-0.13855735690577717,0.31331771516224377,-0.2273673626607866,0.025364944192655017,0.3113234320890231,1.0,-0.41668576508745087,-0.3397208655168162
Size Category_Medium,-0.019171459530213424,-0.23284959223539536,-0.02112927888703709,-0.0565443957866037,0.00952035705234441,-0.0053667523656900475,-0.0053667523656900475,0.009520357052344412,0.013464162031353144,-0.005366752365690052,0.00952035705234441,-0.005366752365690052,-0.0053667523656900475,-0.005366752365690049,-0.005366752365690048,-0.005366752365690048,0.009520357052344395,-0.005366752365690052,0.009520357052344407,-0.005366752365690049,-0.005366752365690048,-0.005366752365690048,-0.005366752365690052,-0.005366752365690049,0.009520357052344405,0.009520357052344436,0.009520357052344403,-0.005366752365690049,-0.005366752365690048,0.009520357052344417,-0.0053667523656900475,-0.005366752365690049,0.009520357052344436,-0.0053667523656900475,0.00952035705234441,-0.00536675236569005,0.001315146748291795,-0.005366752365690047,0.009520357052344441,0.009520357052344393,0.009520357052344436,-0.024258594295898345,-0.005366752365690047,0.023772194363725928,0.002942261522675086,-0.023456713211289625,0.02274508766495527,0.04492441045841993,-0.012414276977270064,-0.0032943355182440807,-0.0076032146219418804,0.00036870347350197776,0.0006914027747274439,0.03324016343049435,0.03674738657109112,-0.009819745555735847,-0.018129627535942647,-0.0069379359462286225,-0.006563153049840062,-0.0046707413341524825,0.03296593831838162,0.03673939471002777,-0.008454121949557214,-0.009004344721179709,-0.026446742112196876,-0.012777252071946625,0.03651805370290064,-0.04385389792629736,0.0015427910703549599,-0.10588554321997992,-0.03238177989430991,-0.41668576508745087,1.0,-0.45959138314280307
Size Category_Small,-0.5866672005694982,-0.6216027594034769,0.00018449440371431954,-0.6649665360835693,-0.0043754740657003235,0.011677225819576665,-0.004375474065700323,-0.0043754740657003235,-0.006188012850848428,-0.004375474065700325,-0.004375474065700323,-0.004375474065700323,-0.004375474065700324,-0.004375474065700322,-0.004375474065700321,-0.004375474065700321,-0.004375474065700319,-0.0043754740657003235,-0.004375474065700319,-0.004375474065700322,-0.004375474065700321,0.011677225819576663,-0.004375474065700323,-0.004375474065700322,-0.004375474065700321,-0.004375474065700324,-0.004375474065700321,-0.004375474065700322,0.01167722581957667,-0.004375474065700322,0.011677225819576682,0.01167722581957666,-0.0043754740657003235,-0.004375474065700323,-0.004375474065700323,0.011677225819576666,0.01175430065055238,0.011677225819576679,-0.004375474065700324,-0.004375474065700321,-0.004375474065700324,0.650100686957318,-0.004375474065700327,-0.649033358623771,-0.01867828590965964,0.03665436107838977,-0.03697872724594147,-0.06005528362507862,-0.014182254851196814,0.013163510138904193,-0.0021882482071721716,0.01812231976196614,0.020420222023917002,-0.025241584698344848,-0.04372669569431239,0.019101016246163335,0.01091656795644383,0.011781768934584302,0.02401929708346618,0.023958926958692076,-0.02562471456206805,-0.04778081366766962,-0.010605625636072664,-0.009107682143009747,0.02616155233733964,0.018235431663115326,0.1115659625674334,-0.6755484941146981,0.2520157335362585,-0.10085950585339391,-0.6470757368674079,-0.3397208655168162,-0.45959138314280307,1.0
