#,MLS,Stat,Type,Address,State,List/Sell $,Bths,SF,Stat Date,Area,City,CDOM,Bds
15220950,S,RESI,3825,33 Ave W,WA,"$330,000",1.75,"1,440",07/01/2010,700,Seattle,290.0,3
15352276,S,RESI,2823,35th Ave W,WA,"$395,000",1.0,"1,080",07/02/2010,700,Seattle,43.0,3
15435781,S,RESI,4563,35th Ave W,WA,"$385,000",1.0,"1,080",07/02/2010,700,Seattle,259.0,3
15512308,S,RESI,3716,28th Ave W,WA,"$475,000",1.75,"2,300",07/02/2010,700,Seattle,303.0,3
15657544,S,RESI,15,W Prospect,WA,"$950,000",3.25,"3,000",07/02/2010,700,Seattle,37.0,4
15739728,S,RESI,2627,32nd Ave W,WA,"$427,500",1.75,"2,060",07/02/2010,700,Seattle,10.0,3
15813168,S,COND,559,McGraw St #302,WA,"$426,000",2.25,"1,462",07/02/2010,700,Seattle,196.0,2
15951669,S,RESI,2641,W Plymouth St,WA,"$830,000",2.5,"2,540",07/02/2010,700,Seattle,18.0,3
16045604,S,RESI,1917,31st Ave W,WA,"$650,000",2.5,"3,120",07/02/2010,700,Seattle,45.0,3
16163409,S,RESI,820,W Halladay,WA,"$675,000",2.5,"1,990",07/03/2010,700,Seattle,10.0,3
16272824,S,RESI,2623,35th Ave W,WA,"$470,000",1.75,"1,370",07/04/2010,700,Seattle,42.0,3
16353583,S,RESI,609,W Kinnear Place,WA,"$1,325,000",4.0,"3,810",07/06/2010,700,Seattle,25.0,4
16429107203,S,COND,1707,Dexter Ave N #D,WA,"$340,000",1.75,800,07/06/2010,700,Seattle,229.0,1
1651837,S,RESI,2441,Queen Anne Ave N,WA,"$800,000",5.0,"3,430",07/06/2010,700,Seattle,75.0,4
16663404,S,RESI,11,Florentia St,WA,"$526,500",1.75,"1,470",07/06/2010,700,Seattle,20.0,2
1678341,S,RESI,3629,34 Ave W,WA,"$328,500",1.75,"1,460",07/06/2010,700,Seattle,125.0,2
16829166709,S,RESI,2822,Patten Place W,WA,"$345,000",1.0,"1,310",07/08/2010,700,Seattle,189.0,3
16981080,S,RESI,3211,10th Ave W,WA,"$591,000",1.5,"2,500",07/08/2010,700,Seattle,9.0,3
17080262,S,RESI,2557,35th Ave W,WA,"$490,000",1.75,"2,140",07/08/2010,700,Seattle,5.0,3
17150911,S,RESI,2519,42nd Ave W,WA,"$625,000",2.5,"2,699",07/09/2010,700,Seattle,60.0,4
17229116505,S,RESI,3623,28th Ave W,WA,"$499,950",2.25,"2,930",07/10/2010,700,Seattle,13.0,3
17329163574,S,COND,1909,W Thorndyke Ave #1909,WA,"$112,875",1.0,"1,090",07/11/2010,700,Seattle,175.0,2
17484262,S,RESI,2821,31st Ave W,WA,"$537,000",1.75,"2,780",07/12/2010,700,Seattle,3.0,4
17556056,S,RESI,3638,43rd Ave W,WA,"$561,000",1.75,"1,750",07/12/2010,700,Seattle,24.0,2
17638919,S,COND,3100,W Commodore Wy #205,WA,"$500,000",2.0,"1,568",07/13/2010,700,Seattle,38.0,2
17729155239,S,RESI,4432,30th Ave W,WA,"$595,000",2.5,"2,860",07/13/2010,700,Seattle,427.0,3
17817075,S,RESI,2518,W Dravus,WA,"$436,000",1.75,"2,260",07/13/2010,700,Seattle,79.0,2
17937738,S,RESI,3760,W Commodore Wy,WA,"$719,000",2.25,"3,050",07/15/2010,700,Seattle,85.0,2
18081807,S,RESI,1607,6th Ave W,WA,"$619,500",1.5,"3,260",07/15/2010,700,Seattle,11.0,4
18143471,S,COND,1915,Taylor Ave N #4,WA,"$705,000",2.0,"1,650",07/15/2010,700,Seattle,322.0,3
18215232,S,COND,100,Ward St #404,WA,"$460,000",1.75,"1,275",07/16/2010,700,Seattle,126.0,2
1832605,S,COND,750,Crockett St #303,WA,"$164,950",1.0,684,07/16/2010,700,Seattle,141.0,1
18486729,S,RESI,2827,34th Ave W,WA,"$591,950",2.25,"2,550",07/17/2010,700,Seattle,4.0,4
18590202,S,RESI,1514,C Taylor Ave N,WA,"$429,900",2.5,"1,500",07/17/2010,700,Seattle,6.0,3
18659002,S,COND,2425,33rd Ave W #301,WA,"$725,000",2.5,"1,851",07/17/2010,700,Seattle,18.0,3
18754121,S,COND,323,Queen Ave N #301,WA,"$310,000",2.0,880,07/19/2010,700,Seattle,42.0,2
18864241,S,COND,701,Galer St #408,WA,"$290,000",1.0,910,07/19/2010,700,Seattle,49.0,1
18931418,S,COND,810,Taylor Ave N #C22,WA,"$204,000",1.0,689,07/19/2010,700,Seattle,92.0,0
19070919,S,RESI,2227,11th Ave W,WA,"$499,000",2.75,"2,030",07/19/2010,700,Seattle,58.0,3
19178809,S,RESI,2121,31st Ave W,WA,"$699,000",2.75,"2,600",07/19/2010,700,Seattle,4.0,4
19246144,S,RESI,1547,Thorndyke Ave W,WA,"$629,000",2.0,"2,950",07/19/2010,700,Seattle,84.0,3
19312762,S,COND,21,W Comstock St #103,WA,"$580,000",2.25,"1,618",07/20/2010,700,Seattle,280.0,2
19484354,S,COND,550,Aloha St #102,WA,"$225,000",1.0,684,07/20/2010,700,Seattle,12.0,1
19535279,S,RESI,1023,W Ruffner,WA,"$907,500",2.5,"3,690",07/20/2010,700,Seattle,91.0,4
19673523,S,COND,1231,5th Ave N #303,WA,"$420,000",2.0,"1,207",07/21/2010,700,Seattle,39.0,2
19779727,S,COND,100,W Highland Dr #100,WA,"$310,000",1.0,835,07/21/2010,700,Seattle,36.0,1
198105856,S,COND,201,Galer St #524,WA,"$257,500",1.0,683,07/22/2010,700,Seattle,238.0,1
19986007,S,RESI,1711,Nob Hill Ave N,WA,"$700,000",1.5,"2,010",07/22/2010,700,Seattle,1.0,3
20074345,S,COND,1,Ward St #11,WA,"$434,500",1.5,"1,185",07/22/2010,700,Seattle,31.0,1
201100314,S,RESI,1114,8th Ave W,WA,"$990,000",1.5,"2,460",07/23/2010,700,Seattle,3.0,3
20263871,S,RESI,3424,38th Ave W,WA,"$480,000",1.0,"1,960",07/23/2010,700,Seattle,52.0,2
20329145409,S,RESI,507,W Olympic Place #C,WA,"$931,000",2.5,"2,580",07/23/2010,700,Seattle,251.0,3
20487795,S,RESI,1802,3rd Ave N,WA,"$725,000",2.25,"3,360",07/24/2010,700,Seattle,239.0,3
20533139,S,COND,500,5th Ave W #702,WA,"$375,000",1.0,649,07/24/2010,700,Seattle,46.0,1
20611995,S,RESI,2529,42nd Ave W,WA,"$1,080,000",2.25,"3,080",07/24/2010,700,Seattle,136.0,4
